Formant_1_Hz,Formant_2_Hz,Formant_3_Hz,Vowel
1515.625,4343.75,6000.0,a
1421.875,2921.875,4375.0,a
1453.1249999999998,4500.0,5984.375,a
1515.625,4359.375,5875.0,a
1515.625,5734.375,7328.124999999998,a
1406.25,4437.5,5781.249999999999,a
1500.0,4187.5,5796.875,a
1312.5,2984.375,4359.375,a
1500.0,4343.75,5796.875,a
4484.375,6015.625000000001,7109.375000000001,a
1312.5,4468.75,5875.0,a
1328.125,4468.75,5875.0,a
1468.75,3015.625,4593.75,a
1296.875,3109.3750000000005,4328.125,a
1374.9999999999998,5734.375,7250.000000000001,a
2843.75,4312.5,5828.125,a
1374.9999999999998,4515.625,5750.0,a
1296.875,3109.3750000000005,4343.75,a
1312.5,3093.7500000000005,4406.25,a
4343.75,5812.499999999999,7328.124999999998,a
1328.125,3296.875,5781.249999999999,a
4343.75,5796.875,7437.499999999999,a
1312.5,2921.875,4296.875000000001,a
1390.6250000000002,2859.375,5828.125,a
1296.875,3000.0,4437.5,a
1374.9999999999998,2984.375,5781.249999999999,a
1359.3749999999998,5859.375,7453.125,a
1374.9999999999998,3187.4999999999995,5828.125,a
1406.25,3046.875,4421.875,a
1421.875,2937.5,5843.75,a
1374.9999999999998,3453.125,5875.0,a
1421.875,3093.7500000000005,7625.0,a
1546.8750000000002,3140.6250000000005,5203.125,a
1437.5,3062.5,5218.75,a
1453.1249999999998,3015.625,4984.375000000001,a
1531.25,3031.25,4968.75,a
1531.25,3125.0000000000005,4999.999999999999,a
1500.0,3093.7500000000005,5015.625,a
1515.625,3109.3750000000005,5078.125,a
1515.625,3109.3750000000005,4999.999999999999,a
1546.8750000000002,3109.3750000000005,4984.375000000001,a
1531.25,3109.3750000000005,4921.875,a
1562.5000000000002,3171.8749999999995,4921.875,a
1515.625,3203.1249999999995,4890.625,a
1531.25,3140.6250000000005,4968.75,a
1484.375,3015.625,4953.125,a
1515.625,2984.375,4968.75,a
1500.0,2906.2499999999995,4937.5,a
1468.75,2953.125,4984.375000000001,a
1468.75,3062.5,4968.75,a
1468.75,3031.25,4953.125,a
1453.1249999999998,2968.75,4999.999999999999,a
1437.5,2968.75,5062.500000000001,a
1453.1249999999998,3046.875,5171.875,a
1453.1249999999998,3046.875,5265.625,a
1468.75,3093.7500000000005,5031.25,a
1500.0,3000.0,5296.875,a
1484.375,3000.0,5343.75,a
1453.1249999999998,2843.75,5203.125,a
1546.8750000000002,2953.125,5218.75,a
1593.7499999999998,3171.8749999999995,5156.249999999999,a
1546.8750000000002,3046.875,5171.875,a
1515.625,3046.875,5421.875000000001,a
1531.25,3000.0,4890.625,a
1703.125,3296.875,5499.999999999999,a
1593.7499999999998,3234.3749999999995,5375.0,a
1421.875,3062.5,4765.625,a
1546.8750000000002,2984.375,6640.624999999999,a
1453.1249999999998,2937.5,6328.124999999999,a
2640.625,4234.375000000001,6031.25,a
1468.75,3093.7500000000005,6296.874999999999,a
1500.0,4640.625000000001,7218.750000000002,a
1437.5,3062.5,6453.125,a
1359.3749999999998,4296.875000000001,5875.0,a
1562.5000000000002,4296.875000000001,5906.25,a
2796.8750000000005,4328.125,6156.25,a
1531.25,2828.125,6265.625,a
1359.3749999999998,2890.6249999999995,6093.75,a
1843.7499999999998,6031.25,7062.5,a
1515.625,5906.25,7171.874999999998,a
1578.1250000000002,6140.625,7265.624999999999,a
2859.375,5875.0,7203.124999999999,a
3203.1249999999995,6390.625000000001,6968.75,a
4328.125,6000.0,7359.375,a
4375.0,5937.5,7312.5,a
1515.625,6046.875,7124.999999999999,a
1515.625,4500.0,6093.75,a
1374.9999999999998,2937.5,5921.875,a
1859.3749999999998,5781.249999999999,7406.25,a
4468.75,6156.25,7265.624999999999,a
1484.375,4468.75,6984.375,a
4281.25,6203.125,7124.999999999999,a
1468.75,4250.000000000001,5890.625,a
1421.875,5875.0,7281.250000000001,a
1453.1249999999998,4109.375,5921.875,a
1374.9999999999998,5781.249999999999,7187.500000000001,a
1468.75,4281.25,5953.125,a
1468.75,4156.25,6078.125,a
1312.5,2953.125,4312.5,a
1578.1250000000002,6046.875,7374.999999999999,a
1296.875,4125.0,5890.625,a
1374.9999999999998,3046.875,6468.749999999999,a
1640.625,3953.125000000001,5968.75,a
1390.6250000000002,3000.0,5796.875,a
1562.5000000000002,3062.5,6031.25,a
1421.875,2859.375,4406.25,a
1359.3749999999998,4234.375000000001,5828.125,a
1265.6250000000002,2828.125,4312.5,a
1531.25,4203.125,6046.875,a
1328.125,4562.5,6359.375000000001,a
2828.125,5906.25,7203.124999999999,a
2859.375,4359.375,5875.0,a
1468.75,5984.375,7218.750000000002,a
1359.3749999999998,6000.0,7156.249999999999,a
1437.5,4234.375000000001,5937.5,a
1593.7499999999998,4281.25,5968.75,a
4156.25,5750.0,7250.000000000001,a
2921.875,5875.0,7234.374999999999,a
1406.25,2906.2499999999995,4531.25,a
4281.25,6078.125,7140.624999999999,a
3078.125,5890.625,7265.624999999999,a
1390.6250000000002,2984.375,4375.0,a
1453.1249999999998,6281.250000000001,7109.375000000001,a
1484.375,4578.124999999999,6312.500000000001,a
3046.875,5843.75,7031.25,a
1343.75,2875.0,4312.5,a
1437.5,5765.625,7031.25,a
4312.5,5734.375,7078.125000000001,a
1406.25,5718.75,7109.375000000001,a
1468.75,3453.125,6093.75,a
3062.5,4468.75,6109.375,a
2953.125,4484.375,5875.0,a
1296.875,2875.0,4609.375,a
1328.125,2984.375,4484.375,a
1437.5,3156.2500000000005,6000.0,a
1390.6250000000002,4312.5,5812.499999999999,a
1515.625,5109.375,6546.875,a
1453.1249999999998,2968.75,4437.5,a
3281.25,5703.125,6968.75,a
1468.75,3093.7500000000005,6015.625000000001,a
1328.125,2953.125,5781.249999999999,a
1578.1250000000002,4437.5,5875.0,a
1453.1249999999998,3218.7499999999995,5796.875,a
1468.75,5812.499999999999,6937.500000000001,a
2953.125,5656.25,7140.624999999999,a
3078.125,5734.375,7171.874999999998,a
1578.1250000000002,3031.25,6374.999999999999,a
1546.8750000000002,2984.375,5765.625,a
1531.25,3171.8749999999995,5875.0,a
1546.8750000000002,5765.625,7218.750000000002,a
1546.8750000000002,3437.5,5656.25,a
3140.6250000000005,5734.375,7140.624999999999,a
1593.7499999999998,5734.375,7140.624999999999,a
1421.875,3375.0,5921.875,a
1343.75,3125.0000000000005,5828.125,a
1531.25,5890.625,7109.375000000001,a
4265.625,5843.75,7312.5,a
1406.25,4296.875000000001,5859.375,a
1562.5000000000002,3187.4999999999995,5421.875000000001,a
1625.0,3203.1249999999995,5359.375000000001,a
1578.1250000000002,3000.0,5046.875,a
1625.0,3140.6250000000005,5078.125,a
1500.0,2953.125,5031.25,a
1593.7499999999998,2953.125,5046.875,a
1593.7499999999998,2968.75,4953.125,a
1546.8750000000002,3062.5,4999.999999999999,a
1515.625,2984.375,5046.875,a
1531.25,2937.5,5109.375,a
1515.625,2906.2499999999995,5109.375,a
1515.625,2906.2499999999995,5124.999999999999,a
1500.0,2906.2499999999995,5124.999999999999,a
1468.75,2968.75,5093.749999999999,a
1468.75,2968.75,5078.125,a
1468.75,2968.75,5046.875,a
1468.75,2968.75,5124.999999999999,a
1453.1249999999998,2968.75,5109.375,a
1453.1249999999998,3046.875,4968.75,a
1484.375,3078.125,5015.625,a
1453.1249999999998,3031.25,5046.875,a
1515.625,2921.875,5093.749999999999,a
1437.5,2937.5,5328.125,a
1593.7499999999998,3125.0000000000005,5015.625,a
1734.3750000000002,3375.0,5093.749999999999,a
1531.25,2859.375,5171.875,a
1484.375,2781.2500000000005,5281.25,a
1546.8750000000002,2937.5,5093.749999999999,a
1625.0,2671.875,5296.875,a
1656.25,5328.125,7453.125,a
1828.125,2328.125,5625.0,a
1859.3749999999998,5031.25,7453.125,a
2875.0,5124.999999999999,7296.874999999999,a
1874.9999999999998,3296.875,5250.0,a
1437.5,5921.875,7218.750000000002,a
1328.125,3203.1249999999995,7203.124999999999,a
1546.8750000000002,3031.25,6015.625000000001,a
1437.5,6015.625000000001,7124.999999999999,a
1406.25,2828.125,4437.5,a
1718.75,5906.25,7468.749999999999,a
1515.625,2937.5,6078.125,a
1374.9999999999998,5843.75,7343.75,a
1359.3749999999998,3000.0,6109.375,a
1453.1249999999998,3109.3750000000005,5750.0,a
1359.3749999999998,2906.2499999999995,4718.750000000001,a
1453.1249999999998,5750.0,7281.250000000001,a
1453.1249999999998,4281.25,5843.75,a
1609.3749999999998,4312.5,5906.25,a
1468.75,3046.875,5937.5,a
1390.6250000000002,5890.625,7203.124999999999,a
2890.6249999999995,4609.375,6156.25,a
1328.125,3031.25,5812.499999999999,a
1312.5,2937.5,4578.124999999999,a
1515.625,5984.375,7109.375000000001,a
1296.875,3031.25,4296.875000000001,a
1312.5,2984.375,4359.375,a
2968.75,6046.875,7265.624999999999,a
2968.75,5984.375,7312.5,a
1421.875,4187.5,5921.875,a
2937.5,4421.875,7171.874999999998,a
2906.2499999999995,4328.125,6109.375,a
4218.75,5921.875,7250.000000000001,a
1421.875,4234.375000000001,5828.125,a
4109.375,5984.375,7124.999999999999,a
4218.75,5890.625,7218.750000000002,a
1359.3749999999998,4406.25,5828.125,a
1296.875,4484.375,5906.25,a
1484.375,4234.375000000001,5890.625,a
1468.75,4359.375,5906.25,a
1500.0,2843.75,4281.25,a
1328.125,4343.75,5968.75,a
1406.25,4515.625,6031.25,a
1406.25,6031.25,7000.0,a
2890.6249999999995,4437.5,5843.75,a
1406.25,5859.375,7234.374999999999,a
1515.625,6000.0,7140.624999999999,a
4437.5,5906.25,7203.124999999999,a
2625.0,4390.625,5859.375,a
1281.2499999999998,3093.7500000000005,4453.125,a
1234.375,3015.625,6187.500000000001,a
2937.5,4687.5,6171.875,a
1343.75,5812.499999999999,7203.124999999999,a
1343.75,3000.0,4828.125,a
2859.375,4437.5,5953.125,a
1390.6250000000002,4406.25,5875.0,a
1249.9999999999998,2953.125,4437.5,a
1390.6250000000002,2968.75,5781.249999999999,a
3078.125,5890.625,7187.500000000001,a
1281.2499999999998,3031.25,4375.0,a
1296.875,5796.875,7156.249999999999,a
1296.875,4515.625,5859.375,a
4343.75,5843.75,7203.124999999999,a
1328.125,4515.625,6234.375,a
1296.875,4421.875,5890.625,a
2812.5,5796.875,7124.999999999999,a
1359.3749999999998,5937.5,7203.124999999999,a
1374.9999999999998,4500.0,5875.0,a
2828.125,6062.5,7031.25,a
1593.7499999999998,5796.875,7140.624999999999,a
1343.75,6031.25,6953.125,a
1453.1249999999998,6062.5,7062.5,a
1531.25,4406.25,5984.375,a
1562.5000000000002,4453.125,6062.5,a
1453.1249999999998,2906.2499999999995,6015.625000000001,a
1437.5,3000.0,5843.75,a
1343.75,4281.25,5906.25,a
2828.125,4390.625,5921.875,a
1249.9999999999998,2812.5,4375.0,a
1359.3749999999998,2953.125,4359.375,a
1343.75,5890.625,7124.999999999999,a
1374.9999999999998,2921.875,6171.875,a
2796.8750000000005,4421.875,5906.25,a
1453.1249999999998,3156.2500000000005,5687.5,a
4234.375000000001,5843.75,7140.624999999999,a
1406.25,5796.875,7140.624999999999,a
1374.9999999999998,2984.375,5906.25,a
4437.5,5781.249999999999,7156.249999999999,a
2906.2499999999995,5843.75,7046.875000000001,a
2718.7499999999995,4375.0,5953.125,a
1374.9999999999998,4421.875,5968.75,a
4296.875000000001,5906.25,7140.624999999999,a
1468.75,4234.375000000001,5781.249999999999,a
1546.8750000000002,4515.625,6078.125,a
1296.875,2968.75,5828.125,a
2843.75,4703.125,6078.125,a
4312.5,5937.5,7187.500000000001,a
2937.5,4171.874999999999,5812.499999999999,a
1562.5000000000002,4109.375,5875.0,a
1374.9999999999998,4421.875,6343.749999999999,a
1281.2499999999998,3015.625,4390.625,a
1406.25,4406.25,6109.375,a
1343.75,4562.5,6015.625000000001,a
1281.2499999999998,4421.875,5859.375,a
3890.6250000000005,5796.875,7296.874999999999,a
4421.875,5937.5,7296.874999999999,a
1281.2499999999998,4375.0,6093.75,a
3999.9999999999995,5765.625,7234.374999999999,a
1500.0,5859.375,7218.750000000002,a
1359.3749999999998,2812.5,5906.25,a
2812.5,5671.875,7734.375,a
1609.3749999999998,2968.75,6000.0,a
1671.8749999999998,3062.5,5796.875,a
1593.7499999999998,3109.3750000000005,5281.25,a
1531.25,3156.2500000000005,5218.75,a
1500.0,3078.125,5156.249999999999,a
1515.625,2937.5,5062.500000000001,a
1562.5000000000002,3078.125,5109.375,a
1546.8750000000002,3078.125,5109.375,a
1484.375,3031.25,5187.5,a
1562.5000000000002,3015.625,5015.625,a
1531.25,3015.625,5015.625,a
1515.625,2906.2499999999995,5031.25,a
1562.5000000000002,2859.375,5078.125,a
1515.625,2859.375,5218.75,a
1468.75,2906.2499999999995,5109.375,a
1468.75,2890.6249999999995,5046.875,a
1468.75,2984.375,5031.25,a
1484.375,2984.375,5031.25,a
1453.1249999999998,3046.875,5062.500000000001,a
1468.75,3078.125,5140.625,a
1546.8750000000002,2968.75,5312.5,a
1468.75,2890.6249999999995,5250.0,a
1468.75,3031.25,5359.375000000001,a
1546.8750000000002,3281.25,5312.5,a
1546.8750000000002,3015.625,5359.375000000001,a
1578.1250000000002,3125.0000000000005,5406.25,a
1468.75,3078.125,5234.375,a
1593.7499999999998,3171.8749999999995,5062.500000000001,a
1796.8750000000002,3093.7500000000005,5437.499999999999,a
1593.7499999999998,2953.125,5078.125,a
1593.7499999999998,3171.8749999999995,5328.125,a
2749.9999999999995,5343.75,7843.750000000001,a
1562.5000000000002,3046.875,7437.499999999999,a
2562.4999999999995,5671.875,7296.874999999999,a
3093.7500000000005,5812.499999999999,7468.749999999999,a
1421.875,5984.375,7484.375,a
1374.9999999999998,2828.125,5984.375,a
1421.875,6000.0,7328.124999999998,a
1515.625,4343.75,5968.75,a
1562.5000000000002,2765.6250000000005,4437.5,a
1515.625,6203.125,7124.999999999999,a
1500.0,6078.125,7328.124999999998,a
1328.125,6265.625,7234.374999999999,a
1281.2499999999998,3015.625,4562.5,a
1390.6250000000002,4593.75,7265.624999999999,a
1421.875,2765.6250000000005,4359.375,a
4156.25,5968.75,7343.75,a
1281.2499999999998,4296.875000000001,5859.375,a
1359.3749999999998,4328.125,5843.75,a
1265.6250000000002,4281.25,5921.875,a
1374.9999999999998,2890.6249999999995,4437.5,a
1437.5,4468.75,6250.000000000001,a
4265.625,6031.25,7109.375000000001,a
1374.9999999999998,4437.5,5953.125,a
1281.2499999999998,5906.25,7124.999999999999,a
1203.125,5843.75,7421.875000000002,a
1249.9999999999998,5828.125,7312.5,a
1218.75,2890.6249999999995,4515.625,a
1265.6250000000002,6062.5,7140.624999999999,a
1281.2499999999998,3093.7500000000005,6031.25,a
1312.5,4437.5,6109.375,a
1328.125,4468.75,5843.75,a
2921.875,4484.375,5859.375,a
1328.125,5812.499999999999,7406.25,a
1359.3749999999998,2937.5,4453.125,a
1234.375,3046.875,5859.375,a
3031.25,4531.25,5984.375,a
1374.9999999999998,4609.375,6218.750000000001,a
1453.1249999999998,4296.875000000001,5953.125,a
1359.3749999999998,3000.0,4578.124999999999,a
1390.6250000000002,3156.2500000000005,5796.875,a
1234.375,2937.5,5734.375,a
4468.75,5796.875,7640.625,a
1374.9999999999998,3093.7500000000005,5890.625,a
1374.9999999999998,2968.75,4359.375,a
1546.8750000000002,4328.125,5796.875,a
1406.25,4359.375,5921.875,a
1296.875,4375.0,5921.875,a
4359.375,5812.499999999999,7343.75,a
4328.125,5937.5,7000.0,a
1359.3749999999998,4343.75,6000.0,a
2828.125,4625.0,6140.625,a
1343.75,2890.6249999999995,5437.499999999999,a
1531.25,3000.0,5328.125,a
2953.125,5687.5,7625.0,a
1671.8749999999998,3015.625,5281.25,a
1640.625,3125.0000000000005,5109.375,a
1578.1250000000002,3015.625,5171.875,a
1578.1250000000002,2890.6249999999995,5281.25,a
1593.7499999999998,2734.3749999999995,5531.250000000001,a
1718.75,2703.125,5578.124999999999,a
1828.125,5515.624999999999,7578.125000000001,a
1890.625,2890.6249999999995,7406.25,a
1781.2499999999998,3125.0000000000005,7531.25,a
1874.9999999999998,3171.8749999999995,7484.375,a
1781.2499999999998,3015.625,7218.750000000002,a
2625.0,5640.624999999999,7359.375,a
3156.2500000000005,5812.499999999999,7656.249999999999,a
3171.8749999999995,5984.375,7453.125,a
2671.875,5796.875,7359.375,a
2437.5,5906.25,7359.375,a
2562.4999999999995,5718.75,7265.624999999999,a
2640.625,5781.249999999999,7312.5,a
3062.5,5640.624999999999,7531.25,a
2375.0,5875.0,7343.75,a
2453.125,5953.125,7296.874999999999,a
2640.625,5921.875,7374.999999999999,a
2671.875,5921.875,7171.874999999998,a
2625.0,5843.75,7703.124999999999,a
2796.8750000000005,5859.375,7328.124999999998,a
1312.5,5796.875,7312.5,a
1359.3749999999998,2812.5,5937.5,a
2515.625,5765.625,7203.124999999999,a
2312.5,5781.249999999999,7140.624999999999,a
2703.125,5843.75,7156.249999999999,a
1328.125,5718.75,7359.375,a
1281.2499999999998,5734.375,7281.250000000001,a
1374.9999999999998,5875.0,7281.250000000001,a
1500.0,4421.875,6250.000000000001,a
2937.5,4468.75,5953.125,a
4296.875000000001,5750.0,7234.374999999999,a
1374.9999999999998,4390.625,5734.375,a
1421.875,4218.75,5828.125,a
1390.6250000000002,4468.75,5906.25,a
1374.9999999999998,5703.125,7265.624999999999,a
3140.6250000000005,5781.249999999999,7218.750000000002,a
1312.5,4546.875,6093.75,a
1515.625,3062.5,6984.375,a
1437.5,2796.8750000000005,7203.124999999999,a
1328.125,2921.875,7250.000000000001,a
1734.3750000000002,2843.75,7484.375,a
1734.3750000000002,5484.375000000001,7859.374999999998,a
1468.75,3046.875,5328.125,a
1484.375,3000.0,5281.25,a
1484.375,2859.375,5375.0,a
1453.1249999999998,2875.0,5421.875000000001,a
1437.5,2984.375,5156.249999999999,a
1671.8749999999998,2828.125,7578.125000000001,a
1546.8750000000002,2656.25,7406.25,a
1593.7499999999998,2953.125,7406.25,a
1921.875,3156.2500000000005,7187.500000000001,a
2343.75,5968.75,7203.124999999999,a
1546.8750000000002,3000.0,5187.5,a
1484.375,5781.249999999999,7296.874999999999,a
1593.7499999999998,4765.625,6421.875000000001,a
1500.0,4437.5,6406.249999999999,a
1265.6250000000002,4484.375,6109.375,a
1312.5,6000.0,7218.750000000002,a
1453.1249999999998,3093.7500000000005,6109.375,a
1359.3749999999998,4421.875,7031.25,a
1343.75,3125.0000000000005,6171.875,a
1390.6250000000002,2906.2499999999995,6093.75,a
1296.875,5796.875,7187.500000000001,a
1500.0,3093.7500000000005,5734.375,a
1625.0,3375.0,5781.249999999999,a
1765.625,3312.5,5625.0,a
1781.2499999999998,3531.25,5546.874999999999,a
1578.1250000000002,3187.4999999999995,5218.75,a
1515.625,3234.3749999999995,5234.375,a
1500.0,3156.2500000000005,5203.125,a
1453.1249999999998,3078.125,5203.125,a
1421.875,2968.75,5109.375,a
1374.9999999999998,2875.0,5499.999999999999,a
1437.5,2859.375,5531.250000000001,a
1468.75,2921.875,5468.749999999999,a
1328.125,2890.6249999999995,7640.625,a
1625.0,3062.5,5234.375,a
1546.8750000000002,2671.875,4843.75,a
1531.25,2718.7499999999995,7265.624999999999,a
1718.75,3125.0000000000005,7499.999999999999,a
1671.8749999999998,2953.125,7140.624999999999,a
1578.1250000000002,2562.4999999999995,6906.25,a
2671.875,5734.375,7281.250000000001,a
2796.8750000000005,6062.5,7437.499999999999,a
1406.25,6125.0,7031.25,a
2640.625,5859.375,7124.999999999999,a
1421.875,5875.0,7171.874999999998,a
4421.875,5937.5,7265.624999999999,a
1468.75,4390.625,5859.375,a
2921.875,5843.75,7312.5,a
1468.75,5828.125,7187.500000000001,a
1437.5,6125.0,7015.625,a
1203.125,2921.875,4437.5,a
1359.3749999999998,4593.75,5968.75,a
1281.2499999999998,3046.875,5843.75,a
1421.875,3109.3750000000005,5937.5,a
1281.2499999999998,3015.625,5843.75,a
1421.875,5968.75,7875.000000000001,a
1328.125,2828.125,5671.875,a
4375.0,5765.625,7187.500000000001,a
4265.625,5953.125,7218.750000000002,a
1343.75,2906.2499999999995,4375.0,a
1374.9999999999998,5937.5,7109.375000000001,a
4390.625,5875.0,7281.250000000001,a
1281.2499999999998,4250.000000000001,5890.625,a
1312.5,5812.499999999999,7078.125000000001,a
1906.25,5515.624999999999,7218.750000000002,a
1796.8750000000002,3312.5,5484.375000000001,a
1531.25,3328.125,5250.0,a
1500.0,3406.25,5296.875,a
1468.75,3296.875,5296.875,a
1421.875,3140.6250000000005,5328.125,a
1390.6250000000002,3000.0,5234.375,a
1343.75,2906.2499999999995,5062.500000000001,a
1390.6250000000002,2937.5,5406.25,a
1453.1249999999998,3000.0,5328.125,a
1421.875,2953.125,7281.250000000001,a
1312.5,2890.6249999999995,5531.250000000001,a
1359.3749999999998,2984.375,5562.500000000001,a
1453.1249999999998,3046.875,5484.375000000001,a
1500.0,3031.25,5343.75,a
1500.0,2890.6249999999995,7281.250000000001,a
1515.625,2875.0,5671.875,a
1515.625,2906.2499999999995,7328.124999999998,a
1656.25,2968.75,7328.124999999998,a
1500.0,3062.5,5593.750000000001,a
1437.5,2843.75,7468.749999999999,a
1578.1250000000002,3000.0,7093.750000000001,a
1671.8749999999998,3062.5,7187.500000000001,a
1625.0,2984.375,7203.124999999999,a
1531.25,2875.0,7265.624999999999,a
1546.8750000000002,2687.5,7171.874999999998,a
1437.5,2687.5,7484.375,a
1609.3749999999998,2671.875,7296.874999999999,a
1687.5,3234.3749999999995,6921.875,a
1625.0,3046.875,7046.875000000001,a
2765.6250000000005,6078.125,7234.374999999999,a
1500.0,5859.375,7203.124999999999,a
1484.375,5828.125,7203.124999999999,a
1374.9999999999998,3000.0,4500.0,a
1281.2499999999998,2968.75,5875.0,a
1390.6250000000002,6000.0,7281.250000000001,a
1359.3749999999998,5968.75,6984.375,a
1374.9999999999998,6093.75,7046.875000000001,a
1437.5,4531.25,5890.625,a
1406.25,6078.125,7140.624999999999,a
1328.125,5953.125,7296.874999999999,a
4437.5,5796.875,7078.125000000001,a
1312.5,3015.625,5437.499999999999,a
3125.0000000000005,5781.249999999999,7343.75,a
1734.3750000000002,3296.875,5640.624999999999,a
1468.75,3046.875,5250.0,a
1437.5,2953.125,5328.125,a
1437.5,2859.375,5406.25,a
1390.6250000000002,2921.875,5390.625000000001,a
1421.875,2984.375,5375.0,a
1468.75,2921.875,5468.749999999999,a
1453.1249999999998,2906.2499999999995,4999.999999999999,a
1468.75,2843.75,7374.999999999999,a
1687.5,2453.125,7453.125,a
1578.1250000000002,2937.5,7484.375,a
1453.1249999999998,2859.375,7453.125,a
1546.8750000000002,3109.3750000000005,7609.375,a
1515.625,3000.0,5390.625000000001,a
1562.5000000000002,2984.375,7296.874999999999,a
1843.7499999999998,4765.625,7015.625,a
1609.3749999999998,3015.625,4906.25,a
1703.125,2968.75,7437.499999999999,a
1656.25,2749.9999999999995,7062.5,a
1500.0,2984.375,7343.75,a
1328.125,3156.2500000000005,6750.0,a
1328.125,5859.375,7390.625,a
1374.9999999999998,4390.625,5890.625,a
1546.8750000000002,5953.125,7062.5,a
1515.625,3203.1249999999995,5593.750000000001,a
1734.3750000000002,3375.0,5578.124999999999,a
1703.125,3468.7500000000005,5328.125,a
1562.5000000000002,3187.4999999999995,5312.5,a
1531.25,3156.2500000000005,5499.999999999999,a
1515.625,3187.4999999999995,5640.624999999999,a
1468.75,3140.6250000000005,5703.125,a
1421.875,2906.2499999999995,5515.624999999999,a
1437.5,2859.375,5515.624999999999,a
1515.625,2828.125,5671.875,a
1546.8750000000002,3171.8749999999995,5531.250000000001,a
1406.25,3046.875,5546.874999999999,a
1593.7499999999998,3187.4999999999995,5546.874999999999,a
1578.1250000000002,2734.3749999999995,5734.375,a
1515.625,2781.2500000000005,7421.875000000002,a
1578.1250000000002,2578.1249999999995,7265.624999999999,a
1468.75,2812.5,7328.124999999998,a
1687.5,2531.2500000000005,7499.999999999999,a
1531.25,2593.75,7203.124999999999,a
1718.75,2890.6249999999995,5765.625,a
2890.6249999999995,5906.25,7328.124999999998,a
1421.875,3125.0000000000005,7140.624999999999,a
1406.25,6046.875,7062.5,a
1453.1249999999998,2953.125,5718.75,a
2984.375,5687.5,7250.000000000001,a
1546.8750000000002,5796.875,7187.500000000001,a
2968.75,5812.499999999999,7203.124999999999,a
1671.8749999999998,5859.375,7000.0,a
1437.5,5859.375,7203.124999999999,a
1484.375,5937.5,7453.125,a
1484.375,5609.374999999999,7421.875000000002,a
1625.0,3343.7499999999995,5531.250000000001,a
1500.0,3234.3749999999995,5437.499999999999,a
1390.6250000000002,2937.5,5625.0,a
1359.3749999999998,2906.2499999999995,5656.25,a
1359.3749999999998,2984.375,5578.124999999999,a
1406.25,3015.625,5562.500000000001,a
1484.375,2984.375,5796.875,a
1468.75,2921.875,5656.25,a
1421.875,2890.6249999999995,7515.625,a
1468.75,2921.875,7484.375,a
1406.25,3093.7500000000005,7453.125,a
1593.7499999999998,3187.4999999999995,7718.75,a
1421.875,2968.75,7453.125,a
1437.5,2953.125,6859.375,a
1359.3749999999998,6125.0,7593.75,a
1484.375,5750.0,7312.5,a
1328.125,3156.2500000000005,6609.375,a
1343.75,5796.875,7109.375000000001,a
1484.375,5875.0,7265.624999999999,a
1390.6250000000002,4312.5,5968.75,a
1374.9999999999998,5828.125,7265.624999999999,a
1296.875,4578.124999999999,5812.499999999999,a
1421.875,5812.499999999999,7187.500000000001,a
1453.1249999999998,5906.25,7124.999999999999,a
1328.125,3250.0,5625.0,a
1468.75,4531.25,6140.625,a
1374.9999999999998,4515.625,6093.75,a
1421.875,6000.0,6968.75,a
1500.0,3265.6249999999995,5171.875,a
1500.0,3328.125,5124.999999999999,a
1374.9999999999998,3062.5,5625.0,a
